"Date","CAPPIPES.BO.Open","CAPPIPES.BO.High","CAPPIPES.BO.Low","CAPPIPES.BO.Close","CAPPIPES.BO.Volume","CAPPIPES.BO.Adjusted"
2016-09-14,70.949997,70.949997,70.949997,70.949997,0,70.949997
2016-09-15,73,75,73,75,6000,75
2016-09-16,77,77.5,70,70,9000,70
2016-09-19,70,70,70,70,0,70
2016-09-20,79,79,79,79,3000,79
2016-09-21,80,80,80,80,6000,80
2016-09-22,80,80,80,80,0,80
2016-09-23,80,80,80,80,0,80
2016-09-26,80,80,80,80,3000,80
2016-09-27,80,80,80,80,0,80
2016-09-28,80,80,80,80,0,80
2016-09-29,80,80,80,80,0,80
2016-09-30,70,70,70,70,6000,70
2016-10-03,70,70,70,70,0,70
2016-10-04,70,70,70,70,3000,70
2016-10-05,70,70,70,70,0,70
2016-10-06,70,70,70,70,0,70
2016-10-07,70,70,70,70,3000,70
2016-10-10,70,70,70,70,0,70
2016-10-13,70,70,68,68,3000,68
2016-10-14,70,75,70,75,6000,75
2016-10-17,68,68,68,68,3000,68
2016-10-18,70,70,69,69,6000,69
2016-10-19,69,69,69,69,0,69
2016-10-20,69,69,69,69,0,69
2016-10-21,68,68,68,68,3000,68
2016-10-24,68,68,68,68,0,68
2016-10-25,68,68,68,68,0,68
2016-10-26,68,68,68,68,0,68
2016-10-27,68,68,68,68,0,68
2016-10-28,68,68,68,68,0,68
2016-11-01,68,68,68,68,0,68
2016-11-02,72,72,72,72,3000,72
2016-11-03,72,72,72,72,0,72
2016-11-04,72,72,72,72,0,72
2016-11-07,72,72,72,72,0,72
2016-11-08,72,72,72,72,0,72
2016-11-09,72,72,72,72,0,72
2016-11-10,72,72,72,72,0,72
2016-11-11,72,72,72,72,0,72
2016-11-15,72,72,72,72,0,72
2016-11-16,72,72,72,72,0,72
2016-11-17,68,74.949997,65,74.949997,10500,74.949997
2016-11-18,74.949997,74.949997,74.949997,74.949997,0,74.949997
2016-11-21,74.949997,74.949997,74.949997,74.949997,0,74.949997
2016-11-22,60,63.5,60,63.5,10500,63.5
2016-11-23,63.5,63.5,63.5,63.5,0,63.5
2016-11-24,63.5,63.5,63.5,63.5,0,63.5
2016-11-25,63.5,63.5,63.5,63.5,0,63.5
2016-11-28,63.5,63.5,63.5,63.5,0,63.5
2016-11-29,63.5,63.5,63.5,63.5,0,63.5
2016-11-30,63.5,63.5,63.5,63.5,0,63.5
2016-12-01,63.5,63.5,63.5,63.5,0,63.5
2016-12-02,63.5,63.5,63.5,63.5,0,63.5
2016-12-05,63.5,63.5,63.5,63.5,0,63.5
2016-12-06,63.5,63.5,63.5,63.5,0,63.5
2016-12-07,63.5,63.5,63.5,63.5,0,63.5
2016-12-08,63.5,63.5,63.5,63.5,0,63.5
2016-12-09,68,68,68,68,1500,68
2016-12-12,68,68,68,68,0,68
2016-12-13,68,68,68,68,0,68
2016-12-14,68,68,68,68,0,68
2016-12-15,68,68,68,68,0,68
2016-12-16,68,68,68,68,0,68
2016-12-19,68,68,68,68,0,68
2016-12-20,68,68,68,68,0,68
2016-12-21,68,68,68,68,0,68
2016-12-22,56,56,56,56,3000,56
2016-12-23,56,56,56,56,0,56
2016-12-26,57,57.049999,57,57.049999,4500,57.049999
2016-12-27,57.049999,57.049999,55.5,55.5,3000,55.5
2016-12-28,55.5,58.049999,55,57,6000,57
2016-12-29,57.5,58.049999,57.25,57.75,6000,57.75
2016-12-30,57.25,58,57,57.650002,6000,57.650002
2017-01-02,57.75,66,49,61.049999,13500,61.049999
2017-01-03,52,68,52,60,10500,60
2017-01-04,60.049999,63,60.049999,63,3000,63
2017-01-05,63.099998,66,63.099998,66,3000,66
2017-01-06,66.5,66.5,66,66,4500,66
2017-01-09,66.25,66.25,66,66.050003,4500,66.050003
2017-01-10,66.25,67.25,66.099998,67.25,4500,67.25
2017-01-11,72.5,75,69.25,69.25,10500,69.25
2017-01-12,72.5,72.5,71.75,72,4500,72
2017-01-13,77.5,84,72.199997,78.75,15000,78.75
2017-01-16,79.5,79.5,78.75,79,4500,79
2017-01-17,79.75,80,79.25,79.5,6000,79.5
2017-01-18,80.25,81,79.5,81,4500,81
2017-01-19,81.25,81.5,81,81.25,4500,81.25
2017-01-20,81.25,94,81.25,94,6000,94
2017-01-23,92.75,92.75,92,92.150002,4500,92.150002
2017-01-24,91.5,91.75,91.150002,91.349998,6000,91.349998
2017-01-25,91.800003,91.800003,91.5,91.550003,6000,91.550003
2017-01-27,91.550003,92.099998,91.550003,92,6000,92
2017-01-30,91.5,92,91.5,91.5,4500,91.5
2017-01-31,91.300003,91.800003,89.5,89.75,7500,89.75
2017-02-01,97,97,95.75,95.800003,4500,95.800003
2017-02-02,100.050003,100.050003,100,100.050003,6000,100.050003
2017-02-03,90.050003,100.900002,90.050003,99,15000,99
2017-02-06,101,108.800003,101,107.050003,7500,107.050003
2017-02-07,107.25,109,105,107.75,9000,107.75
2017-02-08,108,112,108,110.050003,4500,110.050003
2017-02-09,110.099998,110.099998,107,108.050003,7500,108.050003
2017-02-10,108.050003,108.050003,107.900002,107.949997,4500,107.949997
2017-02-13,108,108,104,104.5,4500,104.5
2017-02-14,104.25,104.25,100,101,4500,101
2017-02-15,101.050003,102,100,101,4500,101
2017-02-16,101,101,98,98,6000,98
2017-02-17,97.5,103.099998,97.5,103.050003,4500,103.050003
2017-02-20,103.5,104,98.75,104,4500,104
2017-02-21,110,110,97.5,106.400002,9000,106.400002
2017-02-22,107,115,107,112,4500,112
2017-02-23,120,120,108,115.25,6000,115.25
2017-02-27,115.25,115.25,113,113.25,4500,113.25
2017-02-28,120,120,110,110,4500,110
2017-03-01,108.050003,108.050003,107.25,107.650002,4500,107.650002
2017-03-02,110.050003,110.050003,108,108.5,4500,108.5
2017-03-03,110,110,108.75,108.75,7500,108.75
2017-03-06,108.050003,108.050003,96,104.849998,7500,104.849998
2017-03-07,104.5,104.5,97,103.900002,6000,103.900002
2017-03-08,104,104,103.75,103.849998,4500,103.849998
2017-03-09,103.949997,103.949997,102,102.550003,4500,102.550003
2017-03-10,102.599998,102.599998,97,99,6000,99
2017-03-14,99,101.5,99,100.75,4500,100.75
2017-03-15,101,101,99.800003,99.900002,4500,99.900002
2017-03-16,100.050003,100.050003,99,99.400002,4500,99.400002
2017-03-17,99.75,101,99.75,100.75,4500,100.75
2017-03-20,101.25,101.349998,101.25,101.349998,4500,101.349998
2017-03-21,101.5,118,101.5,104.5,6000,104.5
2017-03-22,104.400002,104.599998,104,104.550003,6000,104.550003
2017-03-23,104.5,104.5,103.75,103.800003,4500,103.800003
2017-03-24,103.699997,107,100,103.5,4500,103.5
2017-03-27,94.050003,108,91,108,9000,108
2017-03-28,103,108,98,98.099998,12000,98.099998
2017-03-29,117.599998,117.599998,90,91.25,25500,91.25
2017-03-30,99.5,99.5,99.25,99.349998,4500,99.349998
2017-03-31,99.5,99.699997,99.5,99.699997,4500,99.699997
2017-04-03,99.75,109,99.75,106,10500,106
2017-04-05,106,106.300003,106,106.300003,4500,106.300003
2017-04-06,106.400002,106.400002,106,106.099998,4500,106.099998
2017-04-07,106.25,108,106.25,108,6000,108
2017-04-10,108.099998,108.099998,107.900002,107.900002,4500,107.900002
2017-04-11,108.25,108.25,107.900002,107.900002,6000,107.900002
2017-04-12,108.099998,108.5,108.099998,108.25,4500,108.25
2017-04-13,108.25,108.25,107.949997,107.949997,4500,107.949997
2017-04-17,107.949997,108.400002,107.949997,107.949997,4500,107.949997
2017-04-18,108.5,108.599998,108.400002,108.599998,4500,108.599998
2017-04-19,107.5,107.599998,107.5,107.599998,4500,107.599998
2017-04-20,107.900002,107.900002,103.900002,103.900002,4500,103.900002
2017-04-21,104.150002,104.150002,103,103.400002,4500,103.400002
2017-04-24,103.699997,104.5,103.699997,104.5,4500,104.5
2017-04-25,105.050003,105.199997,100,104,9000,104
2017-04-26,104.25,104.5,102.900002,102.900002,4500,102.900002
2017-04-27,103.75,104,103.5,103.5,4500,103.5
2017-04-28,104.099998,104.099998,99.900002,99.900002,6000,99.900002
2017-05-02,99.900002,100.300003,99.900002,100.25,4500,100.25
2017-05-03,100.599998,100.599998,95,95,6000,95
2017-05-04,99,99,94.5,94.599998,4500,94.599998
2017-05-05,97.050003,98,96.949997,98,6000,98
2017-05-08,100,104,90,98,13500,98
2017-05-09,99.050003,99.699997,99.050003,99.699997,4500,99.699997
2017-05-10,99.849998,99.849998,97,97.5,4500,97.5
2017-05-11,98.099998,98.400002,90,96,9000,96
2017-05-12,96.400002,96.400002,95.900002,96,4500,96
2017-05-15,96.050003,96.5,96.050003,96.25,4500,96.25
2017-05-16,95.75,95.75,85,85,6000,85
2017-05-17,89,89,87.5,87.5,6000,87.5
2017-05-18,88.349998,88.349998,87.949997,87.949997,4500,87.949997
2017-05-19,99.900002,99.900002,99.550003,99.550003,4500,99.550003
2017-05-22,102,102.349998,102,102.349998,4500,102.349998
2017-05-23,108,108,105,106,4500,106
2017-05-24,109,109,101,101,6000,101
2017-05-25,105,105.25,101,101,6000,101
2017-05-26,106,106.800003,106,106.800003,4500,106.800003
2017-05-29,100.5,100.5,89.199997,90,13500,90
2017-05-30,105.5,105.5,104.050003,104.800003,4500,104.800003
2017-05-31,105.800003,105.800003,93,102.699997,10500,102.699997
2017-06-01,102,102,89,94,7500,94
2017-06-02,94,94,94,94,0,94
2017-06-05,94,94,94,94,0,94
2017-06-06,94,94,94,94,0,94
2017-06-07,84,84,84,84,1500,84
2017-06-08,80,84,80,84,4500,84
2017-06-09,84,84,84,84,0,84
2017-06-12,74,83,70,75.949997,15000,75.949997
2017-06-13,74,79,74,79,3000,79
2017-06-14,79,79,79,79,0,79
2017-06-15,84,94.699997,84,94.699997,10500,94.699997
2017-06-16,105,105,91,91,4500,91
2017-06-19,100.5,100.75,90,91,60000,91
2017-06-20,90.099998,91.349998,90,90.099998,55500,90.099998
2017-06-21,90.099998,98,90,97.949997,42000,97.949997
2017-06-22,91.300003,97.900002,90,97.900002,64500,97.900002
2017-06-23,98,100,97.900002,99.900002,9000,99.900002
2017-06-27,99.900002,104,91.75,91.75,15000,91.75
2017-06-28,91.5,95,91,91,7500,91
2017-06-29,90,91.150002,90,90.099998,15000,90.099998
2017-06-30,91.150002,100.650002,91.150002,97.900002,6000,97.900002
2017-07-03,91.5,91.800003,90.5,91.25,13500,91.25
2017-07-04,90.150002,91.349998,90,90.650002,13500,90.650002
2017-07-05,99.949997,102,92.050003,96,27000,96
2017-07-06,96,98.5,96,97,10500,97
2017-07-07,90.050003,99.800003,90.050003,99,13500,99
2017-07-10,99,105,99,100,15000,100
2017-07-11,100,100.099998,95,95,9000,95
2017-07-12,95.5,95.599998,95,95,7500,95
2017-07-13,95,95.099998,95,95.099998,6000,95.099998
2017-07-14,99.5,99.5,95.099998,95.199997,7500,95.199997
2017-07-17,96,97.5,96,97.5,4500,97.5
2017-07-18,91.650002,91.650002,91.5,91.5,3000,91.5
2017-07-19,91.400002,96.900002,91,95,10500,95
2017-07-20,95,95.099998,91.699997,91.699997,7500,91.699997
2017-07-21,92,96.800003,92,96.800003,7500,96.800003
2017-07-24,96.800003,96.900002,91,91.199997,12000,91.199997
2017-07-25,97,97,95.900002,95.900002,6000,95.900002
2017-07-26,88.099998,88.900002,88,88.900002,13500,88.900002
2017-07-27,94.900002,94.900002,94.900002,94.900002,1500,94.900002
2017-07-28,84,94.800003,84,94.800003,4500,94.800003
2017-07-31,94.800003,94.800003,94.800003,94.800003,0,94.800003
2017-08-01,94.800003,94.800003,94.800003,94.800003,0,94.800003
2017-08-02,93.900002,96,93.900002,93.900002,18000,93.900002
2017-08-03,101,101,91.699997,95.5,4500,95.5
2017-08-04,95.5,95.5,95.5,95.5,0,95.5
2017-08-07,100,100.050003,90.5,91.800003,9000,91.800003
2017-08-08,100,100.050003,100,100.050003,3000,100.050003
2017-08-09,90.5,90.5,88.199997,88.199997,7500,88.199997
2017-08-10,86,86,86,86,1500,86
2017-08-11,86,86,86,86,0,86
2017-08-14,89.949997,89.949997,89.949997,89.949997,1500,89.949997
2017-08-16,89.949997,89.949997,89.949997,89.949997,0,89.949997
2017-08-17,91.25,91.300003,88,90.599998,7500,90.599998
2017-08-18,92,92,90.400002,90.400002,6000,90.400002
2017-08-21,92,92.5,90.800003,90.900002,6000,90.900002
2017-08-22,90,90,88,88,6000,88
2017-08-23,89,89.25,86.5,86.5,7500,86.5
2017-08-24,78.150002,87.349998,78.150002,87.349998,7500,87.349998
2017-08-28,87.349998,89,87.349998,88.349998,6000,88.349998
2017-08-29,88.349998,88.349998,88.349998,88.349998,0,88.349998
2017-08-30,90.949997,90.949997,78.099998,78.099998,3000,78.099998
2017-08-31,85.5,85.5,85.300003,85.300003,6000,85.300003
2017-09-01,87,87.25,87,87.099998,6000,87.099998
2017-09-04,89.050003,89.349998,89.050003,89.349998,6000,89.349998
2017-09-05,89.349998,89.349998,89.349998,89.349998,0,89.349998
2017-09-06,78.050003,81,78,81,4500,81
2017-09-07,82.5,85.699997,72.550003,84.699997,21000,84.699997
2017-09-08,87.25,87.5,87,87.25,6000,87.25
2017-09-11,84,85.400002,76.699997,85.400002,12000,85.400002
2017-09-12,85.5,85.5,84,85.099998,6000,85.099998
2017-09-13,85.5,85.650002,85.349998,85.650002,6000,85.650002
2017-09-14,90,90.5,90,90.349998,6000,90.349998
2017-09-15,81,86.599998,81,86.599998,3000,86.599998
2017-09-18,86.5,87,86.5,86.900002,4500,86.900002
2017-09-19,87,87.25,76.699997,86.650002,12000,86.650002
2017-09-20,92,92,83.900002,83.900002,7500,83.900002
2017-09-21,84,84.099998,83.5,83.5,6000,83.5
2017-09-22,83.5,83.5,83.5,83.5,0,83.5
2017-09-25,85,85.150002,71,75.900002,21000,75.900002
2017-09-26,82.5,83,70,75.5,21000,75.5
2017-09-27,79,79.25,70.5,70.5,6000,70.5
2017-09-28,76.5,77,76.150002,76.150002,6000,76.150002
2017-09-29,76.150002,76.150002,76.150002,76.150002,0,76.150002
2017-10-03,76.150002,80.5,73,80.25,6000,80.25
2017-10-04,87,87,86.699997,86.699997,4500,86.699997
2017-10-05,71,79.449997,70,79.449997,7500,79.449997
2017-10-06,85.199997,85.300003,74.5,75,9000,75
2017-10-09,75,75,75,75,0,75
2017-10-10,75,75,75,75,0,75
2017-10-11,75,75,75,75,0,75
2017-10-12,75,75,75,75,0,75
2017-10-13,82.199997,82.199997,82,82.050003,6000,82.050003
2017-10-16,86,86,72.300003,73.949997,18000,73.949997
2017-10-17,82.150002,82.25,82,82.050003,6000,82.050003
2017-10-18,82.050003,82.050003,82.050003,82.050003,0,82.050003
2017-10-19,82.050003,82.050003,82.050003,82.050003,0,82.050003
2017-10-23,82.050003,82.050003,72.25,76.150002,6000,76.150002
2017-10-24,74.949997,75,74.900002,74.949997,4500,74.949997
2017-10-25,79.75,79.75,79.75,79.75,1500,79.75
2017-10-26,72,72.25,69.400002,70.650002,9000,70.650002
2017-10-27,77.199997,77.199997,64.650002,71.550003,12000,71.550003
2017-10-30,71.550003,71.550003,71.550003,71.550003,0,71.550003
2017-10-31,71.800003,71.900002,70,70,7500,70
2017-11-01,70,70,70,70,3000,70
2017-11-02,70,70,70,70,0,70
2017-11-03,70,70,70,70,0,70
2017-11-06,63,69.650002,63,65.599998,9000,65.599998
2017-11-07,63.099998,63.099998,60.099998,62,12000,62
2017-11-08,62,62,58,58.400002,7500,58.400002
2017-11-09,55.049999,55.049999,55.049999,55.049999,1500,55.049999
2017-11-10,57,66,57,60,15000,60
2017-11-13,64,65.300003,60.099998,62.25,31500,62.25
2017-11-14,62.25,62.25,62.25,62.25,0,62.25
2017-11-15,55.5,57.450001,49.799999,54.25,21000,54.25
2017-11-16,54.25,54.25,54.25,54.25,0,54.25
2017-11-17,52.049999,52.049999,51.099998,51.099998,7500,51.099998
2017-11-20,50.099998,50.099998,50.099998,50.099998,1500,50.099998
2017-11-21,54.799999,59.450001,54.799999,59.450001,7500,59.450001
2017-11-22,63,63,63,63,1500,63
2017-11-23,63,63,63,63,0,63
2017-11-24,63,63,63,63,0,63
2017-11-27,63,63,63,63,0,63
2017-11-28,55,57.5,52,57.5,9000,57.5
2017-11-29,57.5,57.5,57.5,57.5,0,57.5
2017-11-30,57.5,57.5,57.5,57.5,0,57.5
2017-12-01,50,50,46,47.25,22500,47.25
2017-12-04,48.049999,53,48.049999,50,13500,50
2017-12-05,54,54,51,51,3000,51
2017-12-06,47.150002,49.950001,47,49.950001,7500,49.950001
2017-12-07,49.950001,49.950001,49.950001,49.950001,0,49.950001
2017-12-08,49.950001,49.950001,49.950001,49.950001,0,49.950001
2017-12-11,48,48,48,48,1500,48
2017-12-12,48,48,48,48,0,48
2017-12-13,48,48,48,48,0,48
2017-12-14,48,48,48,48,0,48
2017-12-15,48,48,48,48,0,48
2017-12-18,48,48,48,48,0,48
2017-12-19,48,48,48,48,0,48
2017-12-20,48,48,48,48,0,48
2017-12-21,48,48,48,48,0,48
2017-12-22,48,48,48,48,0,48
2017-12-26,48,52.950001,48,52.950001,1500,52.950001
2017-12-27,52.950001,52.950001,52.950001,52.950001,0,52.950001
2017-12-28,59,60,59,60,4500,60
2017-12-29,57.5,59,57.5,59,7500,59
2018-01-01,62,64,58.5,64,12000,64
2018-01-02,52.099998,60.099998,52.099998,58,19500,58
2018-01-03,62,62.150002,62,62.150002,6000,62.150002
2018-01-04,56,56,56,56,1500,56
2018-01-05,51,60,51,60,4500,60
2018-01-08,60.049999,60.200001,60.049999,60.200001,6000,60.200001
2018-01-09,67,67,60,60,15000,60
2018-01-10,62.5,62.650002,62.5,62.650002,6000,62.650002
2018-01-11,64.25,64.25,58,58,10500,58
2018-01-12,58,58,58,58,0,58
2018-01-15,58,58,58,58,0,58
2018-01-16,58,58,58,58,0,58
2018-01-17,58,58,58,58,0,58
2018-01-18,58,58,58,58,6000,58
2018-01-19,55.150002,60,55,60,10500,60
2018-01-22,60,60,60,60,0,60
2018-01-23,61.950001,63,61.950001,62.650002,9000,62.650002
2018-01-24,61.5,61.5,61,61,3000,61
2018-01-25,60,60,60,60,4500,60
2018-01-29,60,60,60,60,0,60
2018-01-30,60,60,60,60,0,60
2018-01-31,60,60,60,60,0,60
2018-02-01,60,60,60,60,0,60
2018-02-02,60,60,60,60,0,60
2018-02-05,55,60,55,60,4500,60
2018-02-06,50.5,60,50.5,59.5,10500,59.5
2018-02-07,59.5,59.5,59.5,59.5,0,59.5
2018-02-08,60,60,60,60,1500,60
2018-02-09,58,58,58,58,3000,58
2018-02-12,58,58,58,58,0,58
2018-02-14,58,58,52.650002,57,6000,57
2018-02-15,57,57,57,57,0,57
2018-02-16,53,58.900002,53,58.900002,13500,58.900002
2018-02-19,59,59,59,59,1500,59
2018-02-20,59,59,59,59,0,59
2018-02-21,59,59,59,59,0,59
2018-02-22,59,59,59,59,0,59
2018-02-23,59,59,59,59,0,59
2018-02-26,59,59,59,59,0,59
2018-02-27,59,59,59,59,0,59
2018-02-28,59,59,59,59,0,59
2018-03-01,59,59,59,59,0,59
2018-03-05,59,59,59,59,0,59
2018-03-06,59,59,59,59,0,59
2018-03-07,59,59,59,59,0,59
2018-03-08,59,59,59,59,0,59
2018-03-09,59,59,59,59,0,59
2018-03-12,59,59,59,59,0,59
2018-03-13,59,59,59,59,0,59
2018-03-14,59,59,59,59,0,59
2018-03-15,59,59,59,59,0,59
2018-03-16,49,49,49,49,1500,49
2018-03-19,49.5,49.5,49.5,49.5,1500,49.5
2018-03-20,41,44,41,44,3000,44
2018-03-21,44,44,44,44,0,44
2018-03-22,44,44,44,44,6000,44
2018-03-23,44,44,38.099998,38.099998,9000,38.099998
2018-03-26,38.099998,38.099998,38.099998,38.099998,1500,38.099998
2018-03-27,35,41.849998,35,41.849998,4500,41.849998
2018-03-28,39,39,36,38.849998,7500,38.849998
2018-04-02,38.849998,39,36,36,39000,36
2018-04-03,36,36,36,36,0,36
2018-04-04,36,36,36,36,0,36
2018-04-05,36,36,36,36,0,36
