"Date","BLUECHIP.NS.Open","BLUECHIP.NS.High","BLUECHIP.NS.Low","BLUECHIP.NS.Close","BLUECHIP.NS.Volume","BLUECHIP.NS.Adjusted"
2016-07-27,0.45,0.45,0.45,0.45,553,0.45
2016-07-28,0.45,0.45,0.4,0.45,12500,0.45
2016-07-29,0.5,0.5,0.45,0.5,5793,0.5
2016-08-01,0.45,0.55,0.45,0.45,39851,0.45
2016-08-02,0.4,0.5,0.4,0.4,3300,0.4
2016-08-03,0.45,0.45,0.4,0.45,9140,0.45
2016-08-04,0.45,0.45,0.45,0.45,0,0.45
2016-08-05,0.45,0.45,0.4,0.45,1501,0.45
2016-08-08,0.4,0.4,0.4,0.4,88211,0.4
2016-08-09,0.45,0.45,0.35,0.45,4300,0.45
2016-08-10,0.45,0.45,0.45,0.45,100,0.45
2016-08-11,0.4,0.4,0.4,0.4,2000,0.4
2016-08-12,0.4,0.4,0.4,0.4,1500,0.4
2016-08-16,0.4,0.4,0.4,0.4,3231,0.4
2016-08-17,0.4,0.4,0.4,0.4,200,0.4
2016-08-18,0.4,0.4,0.4,0.4,0,0.4
2016-08-19,0.4,0.4,0.4,0.4,1025,0.4
2016-08-22,0.4,0.4,0.4,0.4,16214,0.4
2016-08-23,0.4,0.4,0.4,0.4,12287,0.4
2016-08-24,0.4,0.4,0.4,0.4,3000,0.4
2016-08-25,0.4,0.4,0.4,0.4,0,0.4
2016-08-26,0.4,0.4,0.4,0.4,99,0.4
2016-08-29,0.4,0.4,0.4,0.4,500,0.4
2016-08-30,0.4,0.4,0.4,0.4,0,0.4
2016-08-31,0.4,0.4,0.4,0.4,100,0.4
2016-09-01,0.4,0.4,0.4,0.4,0,0.4
2016-09-02,0.4,0.45,0.4,0.4,3648,0.4
2016-09-06,0.4,0.4,0.4,0.4,1000,0.4
2016-09-07,0.4,0.4,0.4,0.4,0,0.4
2016-09-08,0.4,0.4,0.4,0.4,5000,0.4
2016-09-09,0.4,0.4,0.4,0.4,500,0.4
2016-09-12,0.4,0.4,0.4,0.4,0,0.4
2016-09-14,0.4,0.4,0.4,0.4,12,0.4
2016-09-15,0.4,0.4,0.4,0.4,8500,0.4
2016-09-16,0.4,0.4,0.4,0.4,4,0.4
2016-09-19,0.4,0.4,0.4,0.4,34000,0.4
2016-09-20,0.4,0.4,0.4,0.4,0,0.4
2016-09-21,0.4,0.4,0.4,0.4,0,0.4
2016-09-22,0.4,0.4,0.4,0.4,1000,0.4
2016-09-23,0.45,0.45,0.45,0.45,180,0.45
2016-09-26,0.45,0.45,0.4,0.45,1010,0.45
2016-09-27,0.45,0.45,0.45,0.45,100,0.45
2016-09-28,0.4,0.45,0.4,0.4,2102,0.4
2016-09-29,0.4,0.4,0.4,0.4,300,0.4
2016-09-30,0.45,0.45,0.35,0.45,5999,0.45
2016-10-03,0.45,0.45,0.45,0.45,7349,0.45
2016-10-04,0.45,0.45,0.45,0.45,100,0.45
2016-10-05,0.45,0.45,0.45,0.45,0,0.45
2016-10-06,0.45,0.45,0.4,0.45,1800,0.45
2016-10-07,0.45,0.45,0.45,0.45,200,0.45
2016-10-10,0.45,0.45,0.4,0.45,2412,0.45
2016-10-13,0.45,0.45,0.4,0.45,6350,0.45
2016-10-14,0.45,0.45,0.4,0.45,1101,0.45
2016-10-17,0.4,0.4,0.4,0.4,1000,0.4
2016-10-18,0.45,0.45,0.35,0.45,2250,0.45
2016-10-19,0.4,0.4,0.4,0.4,7000,0.4
2016-10-20,0.45,0.45,0.45,0.45,100,0.45
2016-10-21,0.45,0.45,0.45,0.45,300,0.45
2016-10-24,0.4,0.45,0.4,0.4,114,0.4
2016-10-25,0.45,0.45,0.45,0.45,8590,0.45
2016-10-26,0.45,0.45,0.4,0.45,2601,0.45
2016-10-27,0.45,0.45,0.45,0.45,0,0.45
2016-10-28,0.45,0.45,0.45,0.45,133,0.45
2016-11-01,0.45,0.5,0.45,0.5,50,0.5
2016-11-02,0.55,0.55,0.55,0.55,100,0.55
2016-11-03,0.55,0.55,0.55,0.55,0,0.55
2016-11-04,0.55,0.55,0.55,0.55,0,0.55
2016-11-07,0.55,0.55,0.55,0.55,0,0.55
2016-11-08,0.55,0.55,0.55,0.55,100,0.55
2016-11-09,0.5,0.5,0.5,0.5,4000,0.5
2016-11-10,0.45,0.5,0.45,0.45,5666,0.45
2016-11-11,0.45,0.45,0.45,0.45,1200,0.45
2016-11-15,0.45,0.5,0.45,0.5,1100,0.5
2016-11-16,0.5,0.5,0.5,0.5,0,0.5
2016-11-17,0.5,0.5,0.45,0.5,5100,0.5
2016-11-18,0.5,0.45,0.45,0.45,13900,0.45
2016-11-21,0.45,0.45,0.45,0.45,15102,0.45
2016-11-22,0.45,0.45,0.4,0.45,7000,0.45
2016-11-23,0.4,0.4,0.4,0.4,15,0.4
2016-11-24,0.4,0.4,0.4,0.4,90,0.4
2016-11-25,0.45,0.45,0.45,0.45,3300,0.45
2016-11-28,0.45,0.45,0.45,0.45,6000,0.45
2016-11-29,0.45,0.45,0.45,0.45,100,0.45
2016-11-30,0.45,0.45,0.45,0.45,100,0.45
2016-12-01,0.45,0.45,0.45,0.45,600,0.45
2016-12-02,0.4,0.4,0.4,0.4,500,0.4
2016-12-05,0.4,0.4,0.4,0.4,0,0.4
2016-12-06,0.4,0.4,0.4,0.4,66,0.4
2016-12-07,0.4,0.4,0.4,0.4,0,0.4
2016-12-08,0.45,0.45,0.45,0.45,1700,0.45
2016-12-09,0.45,0.45,0.45,0.45,0,0.45
2016-12-12,0.45,0.45,0.45,0.45,0,0.45
2016-12-13,0.4,0.45,0.4,0.4,364,0.4
2016-12-14,0.45,0.45,0.45,0.45,19000,0.45
2016-12-15,0.4,0.4,0.4,0.4,150,0.4
2016-12-16,0.45,0.45,0.4,0.45,2030,0.45
2016-12-19,0.4,0.4,0.4,0.4,2300,0.4
2016-12-20,0.45,0.45,0.4,0.45,1100,0.45
2016-12-21,0.4,0.45,0.4,0.4,1200,0.4
2016-12-22,0.4,0.4,0.4,0.4,1030,0.4
2016-12-23,0.4,0.4,0.4,0.4,10000,0.4
2016-12-26,0.4,0.4,0.4,0.4,10000,0.4
2016-12-27,0.35,0.35,0.35,0.35,250,0.35
2016-12-28,0.35,0.35,0.35,0.35,0,0.35
2016-12-29,0.4,0.4,0.35,0.4,15484,0.4
2016-12-30,0.35,0.35,0.35,0.35,2011,0.35
2017-01-02,0.4,0.4,0.35,0.4,600,0.4
2017-01-03,0.45,0.45,0.45,0.45,50,0.45
2017-01-04,0.45,0.45,0.45,0.45,30,0.45
2017-01-05,0.45,0.45,0.45,0.45,0,0.45
2017-01-06,0.45,0.45,0.45,0.45,50,0.45
2017-01-09,0.45,0.45,0.45,0.45,1,0.45
2017-01-10,0.4,0.4,0.4,0.4,3001,0.4
2017-01-11,0.4,0.45,0.4,0.4,4500,0.4
2017-01-12,0.45,0.45,0.35,0.45,610,0.45
2017-01-13,0.45,0.45,0.4,0.45,1010,0.45
2017-01-16,0.4,0.4,0.4,0.4,4400,0.4
2017-01-17,0.4,0.4,0.35,0.4,10100,0.4
2017-01-18,0.45,0.45,0.35,0.45,1100,0.45
2017-01-19,0.45,0.45,0.4,0.45,4050,0.45
2017-01-20,0.45,0.45,0.45,0.45,49920,0.45
2017-01-23,0.5,0.5,0.5,0.5,14,0.5
2017-01-24,0.5,0.5,0.5,0.5,0,0.5
2017-01-25,0.5,0.5,0.5,0.5,0,0.5
2017-01-27,0.5,0.5,0.5,0.5,200,0.5
2017-01-30,0.5,0.5,0.5,0.5,1200,0.5
2017-01-31,0.5,0.5,0.5,0.5,0,0.5
2017-02-01,0.5,0.5,0.5,0.5,0,0.5
2017-02-02,0.45,0.45,0.45,0.45,500,0.45
2017-02-03,0.45,0.45,0.45,0.45,200,0.45
2017-02-06,0.45,0.45,0.45,0.45,0,0.45
2017-02-07,0.45,0.45,0.45,0.45,1300,0.45
2017-02-08,0.45,0.45,0.45,0.45,200,0.45
2017-02-09,0.45,0.45,0.45,0.45,1025,0.45
2017-02-10,0.45,0.45,0.45,0.45,0,0.45
2017-02-13,0.4,0.4,0.4,0.4,12800,0.4
2017-02-14,0.4,0.4,0.4,0.4,20000,0.4
2017-02-15,0.4,0.4,0.35,0.4,8200,0.4
2017-02-16,0.35,0.35,0.35,0.35,150,0.35
2017-02-17,0.4,0.4,0.3,0.4,2050,0.4
2017-02-20,0.35,0.35,0.35,0.35,6500,0.35
2017-02-21,0.35,0.35,0.35,0.35,39,0.35
2017-02-22,0.3,0.35,0.3,0.3,230,0.3
2017-02-23,0.3,0.3,0.3,0.3,4000,0.3
2017-02-27,0.3,0.3,0.3,0.3,2100,0.3
2017-02-28,0.25,0.25,0.25,0.25,102985,0.25
2017-03-01,0.2,0.2,0.2,0.2,127421,0.2
2017-03-02,0.25,0.25,0.15,0.25,99050,0.25
2017-03-03,0.3,0.3,0.25,0.3,30900,0.3
2017-03-06,0.35,0.35,0.3,0.35,20000,0.35
2017-03-07,0.35,0.35,0.3,0.35,11050,0.35
2017-03-08,0.35,0.4,0.35,0.35,14249,0.35
2017-03-09,0.35,0.35,0.35,0.35,250,0.35
2017-03-10,0.35,0.35,0.3,0.35,5251,0.35
2017-03-14,0.35,0.35,0.3,0.35,29100,0.35
2017-03-15,0.35,0.35,0.3,0.35,2050,0.35
2017-03-16,0.35,0.35,0.3,0.35,2551,0.35
2017-03-17,0.3,0.3,0.3,0.3,3108,0.3
2017-03-20,0.3,0.35,0.3,0.3,1058,0.3
2017-03-21,0.3,0.3,0.3,0.3,110,0.3
2017-03-22,0.3,0.3,0.3,0.3,0,0.3
2017-03-23,0.35,0.35,0.35,0.35,106,0.35
2017-03-24,0.35,0.35,0.35,0.35,0,0.35
2017-03-27,0.3,0.35,0.3,0.3,433,0.3
2017-03-28,0.35,0.35,0.3,0.35,340,0.35
2017-03-29,0.35,0.35,0.35,0.35,300,0.35
2017-03-30,0.3,0.3,0.3,0.3,461,0.3
2017-03-31,0.25,0.25,0.25,0.25,533,0.25
2017-04-03,0.25,0.25,0.25,0.25,7557,0.25
2017-04-05,0.25,0.25,0.25,0.25,5000,0.25
2017-04-06,0.3,0.3,0.3,0.3,4050,0.3
2017-04-07,0.3,0.3,0.3,0.3,8430,0.3
2017-04-10,0.25,0.3,0.25,0.3,8901,0.3
2017-04-11,0.25,0.25,0.25,0.25,1026,0.25
2017-04-12,0.25,0.3,0.2,0.3,7551,0.3
2017-04-13,0.3,0.35,0.3,0.35,8260,0.35
2017-04-17,0.35,0.4,0.3,0.35,22309,0.35
2017-04-18,0.35,0.35,0.35,0.35,500,0.35
2017-04-19,0.35,0.4,0.3,0.35,391,0.35
2017-04-20,0.35,0.35,0.3,0.35,1550,0.35
2017-04-21,0.3,0.3,0.3,0.3,500,0.3
2017-04-24,0.25,0.35,0.25,0.35,27340,0.35
2017-04-25,0.35,0.35,0.35,0.35,10000,0.35
2017-04-26,0.35,0.35,0.35,0.35,0,0.35
2017-04-27,0.35,0.35,0.35,0.35,0,0.35
2017-04-28,0.35,0.35,0.35,0.35,0,0.35
2017-05-02,0.35,0.35,0.35,0.35,0,0.35
2017-05-03,0.35,0.35,0.35,0.35,0,0.35
2017-05-04,0.35,0.35,0.35,0.35,0,0.35
2017-05-05,0.35,0.35,0.35,0.35,0,0.35
2017-05-08,0.35,0.35,0.35,0.35,0,0.35
2017-05-09,0.35,0.35,0.35,0.35,0,0.35
2017-05-10,0.35,0.35,0.35,0.35,0,0.35
2017-05-11,0.35,0.35,0.35,0.35,0,0.35
2017-05-12,0.35,0.35,0.35,0.35,0,0.35
2017-05-15,0.3,0.3,0.3,0.3,12,0.3
2017-05-16,0.3,0.3,0.3,0.3,0,0.3
2017-05-17,0.3,0.3,0.3,0.3,0,0.3
2017-05-18,0.3,0.3,0.3,0.3,0,0.3
2017-05-19,0.3,0.3,0.3,0.3,0,0.3
2017-05-22,0.3,0.3,0.3,0.3,0,0.3
2017-05-23,0.3,0.3,0.3,0.3,0,0.3
2017-05-24,0.3,0.3,0.3,0.3,0,0.3
2017-05-25,0.3,0.3,0.3,0.3,0,0.3
2017-05-26,0.3,0.3,0.3,0.3,0,0.3
2017-05-29,0.3,0.3,0.3,0.3,0,0.3
2017-05-30,0.3,0.3,0.3,0.3,0,0.3
2017-05-31,0.3,0.3,0.3,0.3,0,0.3
2017-06-01,0.3,0.3,0.3,0.3,0,0.3
2017-06-02,0.3,0.3,0.3,0.3,0,0.3
2017-06-05,0.25,0.25,0.25,0.25,10,0.25
2017-06-06,0.25,0.25,0.25,0.25,0,0.25
2017-06-07,0.25,0.25,0.25,0.25,0,0.25
2017-06-08,0.25,0.25,0.25,0.25,0,0.25
2017-06-09,0.25,0.25,0.25,0.25,0,0.25
2017-06-12,0.25,0.25,0.25,0.25,0,0.25
2017-06-13,0.25,0.25,0.25,0.25,0,0.25
2017-06-14,0.25,0.25,0.25,0.25,0,0.25
2017-06-15,0.25,0.25,0.25,0.25,0,0.25
2017-06-16,0.25,0.25,0.25,0.25,0,0.25
2017-06-19,0.25,0.25,0.25,0.25,0,0.25
2017-06-20,0.25,0.25,0.25,0.25,0,0.25
2017-06-21,0.25,0.25,0.25,0.25,0,0.25
2017-06-22,0.25,0.25,0.25,0.25,0,0.25
2017-06-23,0.25,0.25,0.25,0.25,0,0.25
2017-06-27,0.25,0.25,0.25,0.25,0,0.25
2017-06-28,0.25,0.25,0.25,0.25,0,0.25
2017-06-29,0.25,0.25,0.25,0.25,0,0.25
2017-06-30,0.25,0.25,0.25,0.25,0,0.25
2017-07-03,0.25,0.25,0.25,0.25,0,0.25
2017-07-04,0.25,0.25,0.25,0.25,0,0.25
2017-07-05,0.25,0.25,0.25,0.25,0,0.25
2017-07-06,0.25,0.25,0.25,0.25,0,0.25
2017-07-07,0.25,0.25,0.25,0.25,0,0.25
2017-07-10,0.25,0.25,0.25,0.25,0,0.25
2017-07-11,0.25,0.25,0.25,0.25,0,0.25
2017-07-12,0.25,0.25,0.25,0.25,250,0.25
2017-07-13,0.25,0.25,0.25,0.25,0,0.25
2017-07-14,0.25,0.25,0.25,0.25,0,0.25
2017-07-17,0.2,0.2,0.2,0.2,600,0.2
2017-07-18,0.2,0.2,0.2,0.2,0,0.2
2017-07-19,0.2,0.2,0.2,0.2,0,0.2
2017-07-20,0.2,0.2,0.2,0.2,1600,0.2
2017-07-21,0.2,0.2,0.2,0.2,1000,0.2
2017-07-24,0.2,0.2,0.2,0.2,150,0.2
2017-07-25,0.2,0.2,0.2,0.2,0,0.2
2017-07-26,0.2,0.2,0.2,0.2,0,0.2
2017-07-27,0.2,0.2,0.2,0.2,130,0.2
2017-07-28,0.2,0.2,0.2,0.2,0,0.2
2017-07-31,0.2,0.2,0.2,0.2,0,0.2
2017-08-01,0.2,0.2,0.2,0.2,0,0.2
2017-08-02,0.2,0.2,0.2,0.2,0,0.2
2017-08-03,0.2,0.2,0.2,0.2,0,0.2
2017-08-04,0.2,0.2,0.2,0.2,0,0.2
2017-08-07,0.2,0.2,0.2,0.2,0,0.2
2017-08-08,0.2,0.2,0.2,0.2,0,0.2
2017-08-09,0.2,0.2,0.2,0.2,0,0.2
2017-08-10,0.2,0.2,0.2,0.2,0,0.2
2017-08-11,0.2,0.2,0.2,0.2,0,0.2
2017-08-14,0.2,0.2,0.2,0.2,0,0.2
2017-08-16,0.2,0.2,0.2,0.2,0,0.2
2017-08-17,0.2,0.2,0.2,0.2,0,0.2
2017-08-18,0.2,0.2,0.2,0.2,0,0.2
2017-08-21,0.2,0.2,0.2,0.2,0,0.2
2017-08-22,0.2,0.2,0.2,0.2,0,0.2
2017-08-23,0.2,0.2,0.2,0.2,0,0.2
2017-08-24,0.2,0.2,0.2,0.2,0,0.2
2017-08-28,0.2,0.2,0.2,0.2,0,0.2
2017-08-29,0.2,0.2,0.2,0.2,0,0.2
2017-08-30,0.2,0.2,0.2,0.2,0,0.2
2017-08-31,0.2,0.2,0.2,0.2,0,0.2
2017-09-01,0.2,0.2,0.2,0.2,0,0.2
2017-09-04,0.2,0.2,0.2,0.2,1000,0.2
2017-09-05,0.2,0.2,0.2,0.2,0,0.2
2017-09-06,0.2,0.2,0.2,0.2,0,0.2
2017-09-07,0.2,0.2,0.2,0.2,0,0.2
2017-09-08,0.2,0.2,0.2,0.2,0,0.2
2017-09-11,0.2,0.2,0.2,0.2,0,0.2
2017-09-12,0.2,0.2,0.2,0.2,0,0.2
2017-09-13,0.2,0.2,0.2,0.2,0,0.2
2017-09-14,0.2,0.2,0.2,0.2,0,0.2
2017-09-15,0.2,0.2,0.2,0.2,0,0.2
2017-09-18,0.2,0.2,0.2,0.2,0,0.2
2017-09-19,0.2,0.2,0.2,0.2,0,0.2
2017-09-20,0.2,0.2,0.2,0.2,0,0.2
2017-09-21,0.2,0.2,0.2,0.2,0,0.2
2017-09-22,0.2,0.2,0.2,0.2,0,0.2
2017-09-25,0.2,0.2,0.2,0.2,0,0.2
2017-09-26,0.2,0.2,0.2,0.2,0,0.2
2017-09-27,0.2,0.2,0.2,0.2,0,0.2
2017-09-28,0.2,0.2,0.2,0.2,0,0.2
2017-09-29,0.2,0.2,0.2,0.2,0,0.2
2017-10-03,0.2,0.2,0.2,0.2,0,0.2
2017-10-04,0.2,0.2,0.2,0.2,0,0.2
2017-10-05,0.2,0.2,0.2,0.2,0,0.2
2017-10-06,0.2,0.2,0.2,0.2,0,0.2
2017-10-09,0.2,0.2,0.2,0.2,0,0.2
2017-10-10,0.2,0.2,0.2,0.2,0,0.2
2017-10-11,0.2,0.2,0.2,0.2,0,0.2
2017-10-12,0.2,0.2,0.2,0.2,0,0.2
2017-10-13,0.2,0.2,0.2,0.2,0,0.2
2017-10-16,0.2,0.2,0.2,0.2,0,0.2
2017-10-17,0.2,0.2,0.2,0.2,0,0.2
2017-10-18,0.2,0.2,0.2,0.2,0,0.2
2017-10-19,0.2,0.2,0.2,0.2,0,0.2
2017-10-23,0.2,0.2,0.2,0.2,0,0.2
2017-10-24,0.2,0.2,0.2,0.2,0,0.2
2017-10-25,0.2,0.2,0.2,0.2,0,0.2
2017-10-26,0.2,0.2,0.2,0.2,0,0.2
2017-10-27,0.2,0.2,0.2,0.2,0,0.2
2017-10-30,0.2,0.2,0.2,0.2,0,0.2
2017-10-31,0.2,0.2,0.2,0.2,0,0.2
2017-11-01,0.2,0.2,0.2,0.2,0,0.2
2017-11-02,0.2,0.2,0.2,0.2,0,0.2
2017-11-03,0.2,0.2,0.2,0.2,0,0.2
2017-11-06,0.2,0.2,0.2,0.2,0,0.2
2017-11-07,0.2,0.2,0.2,0.2,0,0.2
2017-11-08,0.2,0.2,0.2,0.2,0,0.2
2017-11-09,0.2,0.2,0.2,0.2,0,0.2
2017-11-10,0.2,0.2,0.2,0.2,0,0.2
2017-11-13,0.2,0.2,0.2,0.2,0,0.2
2017-11-14,0.2,0.2,0.2,0.2,0,0.2
2017-11-15,0.2,0.2,0.2,0.2,0,0.2
2017-11-16,0.2,0.2,0.2,0.2,0,0.2
2017-11-17,0.2,0.2,0.2,0.2,0,0.2
2017-11-20,0.2,0.2,0.2,0.2,0,0.2
2017-11-21,0.2,0.2,0.2,0.2,0,0.2
2017-11-22,0.2,0.2,0.2,0.2,0,0.2
2017-11-23,0.2,0.2,0.2,0.2,0,0.2
2017-11-24,0.2,0.2,0.2,0.2,0,0.2
2017-11-27,0.2,0.2,0.2,0.2,0,0.2
2017-11-28,0.2,0.2,0.2,0.2,0,0.2
2017-11-29,0.2,0.2,0.2,0.2,0,0.2
2017-11-30,0.2,0.2,0.2,0.2,0,0.2
2017-12-01,0.2,0.2,0.2,0.2,0,0.2
2017-12-04,0.2,0.2,0.2,0.2,0,0.2
2017-12-05,0.2,0.2,0.2,0.2,0,0.2
2017-12-06,0.2,0.2,0.2,0.2,0,0.2
2017-12-07,0.2,0.2,0.2,0.2,0,0.2
2017-12-08,0.2,0.2,0.2,0.2,0,0.2
2017-12-11,0.2,0.2,0.2,0.2,0,0.2
2017-12-12,0.2,0.2,0.2,0.2,0,0.2
2017-12-13,0.2,0.2,0.2,0.2,0,0.2
2017-12-14,0.2,0.2,0.2,0.2,0,0.2
2017-12-15,0.2,0.2,0.2,0.2,0,0.2
2017-12-18,0.2,0.2,0.2,0.2,0,0.2
2017-12-19,0.2,0.2,0.2,0.2,0,0.2
2017-12-20,0.2,0.2,0.2,0.2,0,0.2
2017-12-21,0.2,0.2,0.2,0.2,0,0.2
2017-12-22,0.2,0.2,0.2,0.2,0,0.2
2017-12-26,0.2,0.2,0.2,0.2,0,0.2
2017-12-27,0.2,0.2,0.2,0.2,0,0.2
2017-12-28,0.2,0.2,0.2,0.2,0,0.2
2017-12-29,0.2,0.2,0.2,0.2,0,0.2
2018-01-01,0.2,0.2,0.2,0.2,0,0.2
2018-01-02,0.2,0.2,0.2,0.2,0,0.2
2018-01-03,0.2,0.2,0.2,0.2,0,0.2
2018-01-04,0.2,0.2,0.2,0.2,0,0.2
2018-01-05,0.2,0.2,0.2,0.2,0,0.2
2018-01-08,0.2,0.2,0.2,0.2,0,0.2
2018-01-09,0.2,0.2,0.2,0.2,0,0.2
2018-01-10,0.2,0.2,0.2,0.2,0,0.2
2018-01-11,0.2,0.2,0.2,0.2,0,0.2
2018-01-12,0.2,0.2,0.2,0.2,0,0.2
2018-01-15,0.2,0.2,0.2,0.2,0,0.2
2018-01-16,0.2,0.2,0.2,0.2,0,0.2
2018-01-17,0.2,0.2,0.2,0.2,0,0.2
2018-01-18,0.2,0.2,0.2,0.2,0,0.2
2018-01-19,0.2,0.2,0.2,0.2,0,0.2
2018-01-22,0.2,0.2,0.2,0.2,12000,0.2
2018-01-23,0.2,0.2,0.2,0.2,0,0.2
2018-01-24,0.2,0.2,0.2,0.2,0,0.2
2018-01-25,0.2,0.2,0.2,0.2,0,0.2
2018-01-29,0.2,0.2,0.2,0.2,0,0.2
2018-01-30,0.2,0.2,0.2,0.2,0,0.2
2018-01-31,0.2,0.2,0.2,0.2,750,0.2
2018-02-01,0.2,0.2,0.2,0.2,5000,0.2
2018-02-02,0.2,0.2,0.2,0.2,0,0.2
2018-02-05,0.2,0.2,0.2,0.2,0,0.2
2018-02-06,0.2,0.2,0.2,0.2,0,0.2
2018-02-07,0.2,0.2,0.2,0.2,0,0.2
2018-02-08,0.2,0.2,0.2,0.2,0,0.2
2018-02-09,0.2,0.2,0.2,0.2,0,0.2
2018-02-12,0.2,0.2,0.2,0.2,0,0.2
2018-02-14,0.2,0.2,0.2,0.2,0,0.2
2018-02-15,0.2,0.2,0.2,0.2,900,0.2
2018-02-16,0.2,0.2,0.2,0.2,0,0.2
2018-02-19,0.2,0.2,0.2,0.2,0,0.2
2018-02-20,0.2,0.2,0.2,0.2,0,0.2
2018-02-21,0.2,0.2,0.2,0.2,0,0.2
2018-02-22,0.2,0.2,0.2,0.2,0,0.2
2018-02-23,0.2,0.2,0.2,0.2,0,0.2
2018-02-26,0.2,0.2,0.2,0.2,0,0.2
2018-02-27,0.2,0.2,0.2,0.2,0,0.2
2018-02-28,0.2,0.2,0.2,0.2,0,0.2
2018-03-01,0.2,0.2,0.2,0.2,0,0.2
2018-03-05,0.2,0.2,0.2,0.2,0,0.2
2018-03-06,0.2,0.2,0.2,0.2,0,0.2
2018-03-07,0.2,0.2,0.2,0.2,0,0.2
2018-03-08,0.2,0.2,0.2,0.2,0,0.2
2018-03-09,0.2,0.2,0.2,0.2,0,0.2
2018-03-12,0.2,0.2,0.2,0.2,0,0.2
2018-03-13,0.2,0.2,0.2,0.2,0,0.2
2018-03-14,0.2,0.2,0.2,0.2,0,0.2
2018-03-15,0.2,0.2,0.2,0.2,0,0.2
2018-03-16,0.15,0.15,0.15,0.15,3000,0.15
2018-03-19,0.15,0.15,0.15,0.15,0,0.15
2018-03-20,0.15,0.15,0.15,0.15,0,0.15
2018-03-21,0.1,0.1,0.1,0.1,5188,0.1
2018-03-22,0.05,0.05,0.05,0.05,2400,0.05
2018-03-23,0.05,0.05,0.05,0.05,4431,0.05
